"タグID","タグ名","タググループ名","カテゴリID","カテゴリ名","カテゴリパス"
"683","ウェリントン","フレーム","2108","アイウェア","レディースファッション"
"684","ボストン","フレーム","2108","アイウェア","レディースファッション"
"685","ティアドロップ","フレーム","2108","アイウェア","レディースファッション"
"686","サーモント","フレーム","2108","アイウェア","レディースファッション"
"687","オーバル","フレーム","2108","アイウェア","レディースファッション"
"688","フォックス・キャットアイ","フレーム","2108","アイウェア","レディースファッション"
"689","ブロー","フレーム","2108","アイウェア","レディースファッション"
"2599","リムレス","フレーム","2108","アイウェア","レディースファッション"
"143","アーガイル","柄","2109","ファッション雑貨・小物","レディースファッション"
"146","ギンガムチェック","柄","2109","ファッション雑貨・小物","レディースファッション"
"147","グレンチェック","柄","2109","ファッション雑貨・小物","レディースファッション"
"148","スカル","柄","2109","ファッション雑貨・小物","レディースファッション"
"149","ストライプ","柄","2109","ファッション雑貨・小物","レディースファッション"
"150","ゼブラ","柄","2109","ファッション雑貨・小物","レディースファッション"
"151","タータンチェック","柄","2109","ファッション雑貨・小物","レディースファッション"
"152","その他チェック","柄","2109","ファッション雑貨・小物","レディースファッション"
"157","ハート","柄","2109","ファッション雑貨・小物","レディースファッション"
"159","花柄","柄","2109","ファッション雑貨・小物","レディースファッション"
"162","ペイズリー","柄","2109","ファッション雑貨・小物","レディースファッション"
"163","ボーダー","柄","2109","ファッション雑貨・小物","レディースファッション"
"164","星","柄","2109","ファッション雑貨・小物","レディースファッション"
"165","ドット（水玉）","柄","2109","ファッション雑貨・小物","レディースファッション"
"166","カモフラージュ（迷彩）","柄","2109","ファッション雑貨・小物","レディースファッション"
"167","モノグラム","柄","2109","ファッション雑貨・小物","レディースファッション"
